,id_x,name_x,artists_x,new_identifier,popularity_x,duration_ms_x,explicit_x,id_artists_x,release_date_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,Labels,Labels_list,id_y,name_y,artists_y,popularity_y,duration_ms_y,explicit_y,id_artists_y,release_date_y,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,genres,artists_list
2694,4HKmTir053hJSxt0Yl3dMw,quand je danse avec lui,marie dubas,quand je danse avec lui_marie dubas,0,214877,0,['39Pvy9yN3uoC3b2S0nI0IN'],1929,0.582,0.129,7,-14.026,1,0.0748,0.974,0.0,0.141,0.597,72.552,3,tension,['tension'],4HKmTir053hJSxt0Yl3dMw,quand je danse avec lui,marie dubas,0,214877,0,['39Pvy9yN3uoC3b2S0nI0IN'],1929,0.582,0.129,7,-14.026,1,0.0748,0.974,0.0,0.141,0.597,72.552,3,['vintage chanson'],['marie dubas']
2695,4I5KyTMtexIiFcWCuLjqkk,rosina - remasterizado,"francisco canaro, charlo","rosina - remasterizado_francisco canaro, charlo",0,187453,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-10-04 00:00:00,0.832,0.533,2,-9.398,1,0.193,0.99,0.4,0.114,0.695,115.756,4,"power, tension","['power', 'tension']",4I5KyTMtexIiFcWCuLjqkk,rosina - remasterizado,"francisco canaro, charlo",0,187453,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-10-04,0.832,0.533,2,-9.398,1,0.193,0.99,0.4,0.114,0.695,115.756,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2696,4L5M1kBQFwT6ANkleYilqV,turtle dove blues,peg leg howell,turtle dove blues_peg leg howell,0,189336,0,['3Ks8gfOiRm64NuCnRWe6IF'],2029-01-12 00:00:00,0.548,0.135,5,-12.501,1,0.0533,0.988,0.000327,0.135,0.545,155.512,4,"tenderness, tension, sadness","['tenderness', 'tension', 'sadness']",4L5M1kBQFwT6ANkleYilqV,turtle dove blues,peg leg howell,0,189336,0,['3Ks8gfOiRm64NuCnRWe6IF'],1929-01-12,0.548,0.135,5,-12.501,1,0.0533,0.988,0.000327,0.135,0.545,155.512,4,"['country blues', 'piedmont blues', 'traditional blues']",['peg leg howell']
2697,4ZgXCPGMZhPJMtd7HvIzQZ,mia bella rosa (carroll gibbons),carroll gibbons,mia bella rosa (carroll gibbons)_carroll gibbons,0,201427,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.472,0.118,10,-17.721,1,0.0376,0.961,0.0292,0.098,0.407,79.87,4,"tenderness, sadness","['tenderness', 'sadness']",4ZgXCPGMZhPJMtd7HvIzQZ,mia bella rosa (carroll gibbons),carroll gibbons,0,201427,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.472,0.118,10,-17.721,1,0.0376,0.961,0.0292,0.098,0.407,79.87,4,['british dance band'],['carroll gibbons']
2698,4lEPVtw4bmbyeHHOJpumNB,he's in the ring (doin' the same old thing),memphis minnie,he's in the ring (doin' the same old thing)_memphis minnie,3,187093,0,['2WGyRLosdDgGJTLijIPpNC'],1929,0.625,0.199,0,-7.664,1,0.051,0.989,0.0006,0.176,0.467,96.085,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",4lEPVtw4bmbyeHHOJpumNB,he's in the ring (doin' the same old thing),memphis minnie,3,187093,0,['2WGyRLosdDgGJTLijIPpNC'],1929,0.625,0.199,0,-7.664,1,0.051,0.989,0.0006,0.176,0.467,96.085,4,"['acoustic blues', 'blues', 'boogie-woogie', 'country blues', 'jug band', 'memphis blues', 'traditional blues']",['memphis minnie']
2699,4lobQHqossirydKuC62Z9Z,gravel camp blues - remastered,lewis black,gravel camp blues - remastered_lewis black,0,178887,0,['6XloIaGQ9H1Nn37puBzQqm'],2029-01-06 00:00:00,0.437,0.333,1,-9.693,0,0.0307,0.977,0.00631,0.129,0.444,167.184,4,"power, tension","['power', 'tension']",4lobQHqossirydKuC62Z9Z,gravel camp blues - remastered,lewis black,0,178887,0,['6XloIaGQ9H1Nn37puBzQqm'],1929-01-06,0.437,0.333,1,-9.693,0,0.0307,0.977,0.00631,0.129,0.444,167.184,4,"['comedy', 'comic', 'new comedy']",['lewis black']
2700,4pmS12QoxAtkyxRZSZjx54,cierre esa puerta - remasterizado,"francisco canaro, charlo","cierre esa puerta - remasterizado_francisco canaro, charlo",1,196507,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-11-06 00:00:00,0.563,0.18,4,-13.125,0,0.0611,0.992,0.873,0.126,0.728,119.363,4,"power, tension","['power', 'tension']",4pmS12QoxAtkyxRZSZjx54,cierre esa puerta - remasterizado,"francisco canaro, charlo",1,196507,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-11-06,0.563,0.18,4,-13.125,0,0.0611,0.992,0.873,0.126,0.728,119.363,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2701,53IoyFTMi66PsxHBHNnI8j,framer's blues,eli framer,framer's blues_eli framer,0,184784,0,['08ZAcu9XxTswmgVlU2T03X'],2029-01-11 00:00:00,0.655,0.271,10,-12.327,1,0.0498,0.994,0.577,0.125,0.885,118.268,3,"tension, sadness","['tension', 'sadness']",53IoyFTMi66PsxHBHNnI8j,framer's blues,eli framer,0,184784,0,['08ZAcu9XxTswmgVlU2T03X'],1929-01-11,0.655,0.271,10,-12.327,1,0.0498,0.994,0.577,0.125,0.885,118.268,3,['pre-war blues'],['eli framer']
2702,54pYd92rjXh12D1WzBlzud,pouet pouet,georges milton,pouet pouet_georges milton,0,116286,0,['3QoXKZbCyXdvAkA5waeXTc'],1929,0.81,0.28,0,-12.043,1,0.117,0.777,1.27e-06,0.0872,0.963,136.076,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",54pYd92rjXh12D1WzBlzud,pouet pouet,georges milton,0,116286,0,['3QoXKZbCyXdvAkA5waeXTc'],1929,0.81,0.28,0,-12.043,1,0.117,0.777,1.27e-06,0.0872,0.963,136.076,4,['vintage chanson'],['georges milton']
2703,55OYYNij3Prym8r92TssMS,tio quico - instrumental (remasterizado),francisco canaro,tio quico - instrumental (remasterizado)_francisco canaro,0,165507,0,['2maQMqxNnlRrBrS1oAsrX9'],2029-10-22 00:00:00,0.728,0.295,0,-6.513,1,0.0552,0.991,0.804,0.0988,0.846,123.827,4,"power, tension","['power', 'tension']",55OYYNij3Prym8r92TssMS,tio quico - instrumental (remasterizado),francisco canaro,0,165507,0,['2maQMqxNnlRrBrS1oAsrX9'],1929-10-22,0.728,0.295,0,-6.513,1,0.0552,0.991,0.804,0.0988,0.846,123.827,4,"['tango', 'vintage tango']",['francisco canaro']
2704,56NCtpocG8sEEw3H7lWZa1,tu retrato,francisco canaro,tu retrato_francisco canaro,0,182547,0,['2maQMqxNnlRrBrS1oAsrX9'],1929,0.8,0.32,1,-5.959,0,0.0486,0.98,0.485,0.124,0.858,119.345,4,tension,['tension'],56NCtpocG8sEEw3H7lWZa1,tu retrato,francisco canaro,0,182547,0,['2maQMqxNnlRrBrS1oAsrX9'],1929,0.8,0.32,1,-5.959,0,0.0486,0.98,0.485,0.124,0.858,119.345,4,"['tango', 'vintage tango']",['francisco canaro']
2705,57W9Utqa65iBwqw00UUoRK,when you love me,memphis minnie,when you love me_memphis minnie,1,161973,0,['2WGyRLosdDgGJTLijIPpNC'],1929,0.785,0.446,1,-11.539,1,0.0552,0.951,0.000183,0.14,0.785,107.049,4,tenderness,['tenderness'],57W9Utqa65iBwqw00UUoRK,when you love me,memphis minnie,1,161973,0,['2WGyRLosdDgGJTLijIPpNC'],1929,0.785,0.446,1,-11.539,1,0.0552,0.951,0.000183,0.14,0.785,107.049,4,"['acoustic blues', 'blues', 'boogie-woogie', 'country blues', 'jug band', 'memphis blues', 'traditional blues']",['memphis minnie']
2706,58mNCapPPpu4nELQumvqsm,atras de la puerta - remasterizado,"francisco canaro, charlo","atras de la puerta - remasterizado_francisco canaro, charlo",0,166000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-10-22 00:00:00,0.802,0.216,5,-9.038,1,0.114,0.995,0.147,0.165,0.646,118.909,4,"power, tension","['power', 'tension']",58mNCapPPpu4nELQumvqsm,atras de la puerta - remasterizado,"francisco canaro, charlo",0,166000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-10-22,0.802,0.216,5,-9.038,1,0.114,0.995,0.147,0.165,0.646,118.909,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2707,59iPZPai8b57Hxi6yGUfQg,encore (carroll gibbons),carroll gibbons,encore (carroll gibbons)_carroll gibbons,0,189720,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.437,0.0771,0,-18.644,0,0.0422,0.951,0.00181,0.161,0.447,167.849,4,power,['power'],59iPZPai8b57Hxi6yGUfQg,encore (carroll gibbons),carroll gibbons,0,189720,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.437,0.0771,0,-18.644,0,0.0422,0.951,0.00181,0.161,0.447,167.849,4,['british dance band'],['carroll gibbons']
2708,5HlbF07r4waO8aEZn5pP6l,broke and hungry blues,peg leg howell,broke and hungry blues_peg leg howell,2,197509,0,['3Ks8gfOiRm64NuCnRWe6IF'],2029-01-12 00:00:00,0.536,0.25,7,-12.859,1,0.0586,0.988,0.00466,0.186,0.557,128.025,4,"tenderness, tension, sadness","['tenderness', 'tension', 'sadness']",5HlbF07r4waO8aEZn5pP6l,broke and hungry blues,peg leg howell,2,197509,0,['3Ks8gfOiRm64NuCnRWe6IF'],1929-01-12,0.536,0.25,7,-12.859,1,0.0586,0.988,0.00466,0.186,0.557,128.025,4,"['country blues', 'piedmont blues', 'traditional blues']",['peg leg howell']
2709,5IuVaAUiJusiONofLxA59O,hay que entrar - instrumental (remasterizado),francisco canaro,hay que entrar - instrumental (remasterizado)_francisco canaro,0,184960,0,['2maQMqxNnlRrBrS1oAsrX9'],2029-10-18 00:00:00,0.79,0.361,9,-7.518,1,0.151,0.992,0.118,0.104,0.89,115.526,4,"power, tension","['power', 'tension']",5IuVaAUiJusiONofLxA59O,hay que entrar - instrumental (remasterizado),francisco canaro,0,184960,0,['2maQMqxNnlRrBrS1oAsrX9'],1929-10-18,0.79,0.361,9,-7.518,1,0.151,0.992,0.118,0.104,0.89,115.526,4,"['tango', 'vintage tango']",['francisco canaro']
2710,5L3asAbitjZc0uZsAyqv42,pourquoi n'aimes tu pas les femmes henri,dranem,pourquoi n'aimes tu pas les femmes henri_dranem,0,175078,0,['4CS6boY7NQGD74SkUvlqp4'],1929,0.796,0.27,0,-12.392,1,0.0823,0.894,0.0,0.267,0.771,127.239,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",5L3asAbitjZc0uZsAyqv42,pourquoi n'aimes tu pas les femmes henri,dranem,0,175078,0,['4CS6boY7NQGD74SkUvlqp4'],1929,0.796,0.27,0,-12.392,1,0.0823,0.894,0.0,0.267,0.771,127.239,4,['vintage chanson'],['dranem']
2711,5L96FqXZkcHMt0xAeXeYxL,la reina del tango - remasterizado,"francisco canaro, charlo","la reina del tango - remasterizado_francisco canaro, charlo",0,165373,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-10-17 00:00:00,0.603,0.259,11,-14.72,0,0.12,0.994,0.95,0.14,0.784,120.343,4,"power, tension","['power', 'tension']",5L96FqXZkcHMt0xAeXeYxL,la reina del tango - remasterizado,"francisco canaro, charlo",0,165373,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-10-17,0.603,0.259,11,-14.72,0,0.12,0.994,0.95,0.14,0.784,120.343,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2712,5PCQjRHPlBT5NMb5lGJviz,en la trampa - remasterizado,"francisco canaro, charlo","en la trampa - remasterizado_francisco canaro, charlo",0,168000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-10-22 00:00:00,0.608,0.229,11,-11.691,1,0.0988,0.987,0.00055,0.11,0.733,118.15,4,"power, tension","['power', 'tension']",5PCQjRHPlBT5NMb5lGJviz,en la trampa - remasterizado,"francisco canaro, charlo",0,168000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-10-22,0.608,0.229,11,-11.691,1,0.0988,0.987,0.00055,0.11,0.733,118.15,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2713,5Pnx62Xxn62jVPHqZdHZoK,canto de amor - remasterizado,"francisco canaro, charlo","canto de amor - remasterizado_francisco canaro, charlo",0,173507,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-11-06 00:00:00,0.716,0.156,9,-10.502,1,0.0691,0.995,0.352,0.347,0.64,112.661,4,"power, tension","['power', 'tension']",5Pnx62Xxn62jVPHqZdHZoK,canto de amor - remasterizado,"francisco canaro, charlo",0,173507,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-11-06,0.716,0.156,9,-10.502,1,0.0691,0.995,0.352,0.347,0.64,112.661,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2714,5ZsOjJtxcWxt5BPGGd2pue,lonesome blues,"floyd shreve, the three acres","lonesome blues_floyd shreve, the three acres",0,185613,0,"['5dBuzyyOT6Kped7BKP3hp9', '4EWkEGGySRh7asFUmqJNyp']",1929,0.534,0.23,2,-12.19,1,0.0395,0.968,9.03e-06,0.0888,0.229,119.251,4,"nostalgia, tenderness","['nostalgia', 'tenderness']",5ZsOjJtxcWxt5BPGGd2pue,lonesome blues,"floyd shreve, the three acres",0,185613,0,"['5dBuzyyOT6Kped7BKP3hp9', '4EWkEGGySRh7asFUmqJNyp']",1929,0.534,0.23,2,-12.19,1,0.0395,0.968,9.03e-06,0.0888,0.229,119.251,4,['western swing'],"['floyd shreve', ' the three acres']"
2715,5bwdd1pMTHFTaT7c492oqo,anita (carroll gibbons),carroll gibbons,anita (carroll gibbons)_carroll gibbons,0,198280,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.387,0.0729,0,-20.064,0,0.0359,0.979,0.578,0.233,0.178,122.138,3,power,['power'],5bwdd1pMTHFTaT7c492oqo,anita (carroll gibbons),carroll gibbons,0,198280,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.387,0.0729,0,-20.064,0,0.0359,0.979,0.578,0.233,0.178,122.138,3,['british dance band'],['carroll gibbons']
2716,5fW8Yo9yXjjJokdTAb62DW,the answer to the weeping willow,"joe werner, the ramblers","the answer to the weeping willow_joe werner, the ramblers",0,208827,0,"['1I1tveWW8UP9jysVpnmR1O', '6tOy5DAXuS9c4xz3ZUVEi4']",1929,0.373,0.348,7,-9.633,1,0.0269,0.834,0.00405,0.502,0.521,95.967,4,"power, tension, sadness","['power', 'tension', 'sadness']",5fW8Yo9yXjjJokdTAb62DW,the answer to the weeping willow,"joe werner, the ramblers",0,208827,0,"['1I1tveWW8UP9jysVpnmR1O', '6tOy5DAXuS9c4xz3ZUVEi4']",1929,0.373,0.348,7,-9.633,1,0.0269,0.834,0.00405,0.502,0.521,95.967,4,['vintage western'],"['joe werner', ' the ramblers']"
2717,5ihZe1ToIJETYlx9OMss91,pensalo bien - remasterizado,"francisco canaro, charlo","pensalo bien - remasterizado_francisco canaro, charlo",0,175000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-10-31 00:00:00,0.71,0.121,0,-15.999,0,0.0701,0.995,0.879,0.275,0.673,116.661,4,"power, tension","['power', 'tension']",5ihZe1ToIJETYlx9OMss91,pensalo bien - remasterizado,"francisco canaro, charlo",0,175000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-10-31,0.71,0.121,0,-15.999,0,0.0701,0.995,0.879,0.275,0.673,116.661,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2718,5qIIl2879LpzhLE0KMqqpj,zaraza - remasterizado,"francisco canaro, charlo","zaraza - remasterizado_francisco canaro, charlo",0,175027,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-10-04 00:00:00,0.657,0.476,0,-8.604,0,0.131,0.956,0.235,0.112,0.278,120.487,4,"power, tension","['power', 'tension']",5qIIl2879LpzhLE0KMqqpj,zaraza - remasterizado,"francisco canaro, charlo",0,175027,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-10-04,0.657,0.476,0,-8.604,0,0.131,0.956,0.235,0.112,0.278,120.487,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2719,61PcBy6FXQ28VOQwZTNxKw,just a closer walk with thee,george lewis,just a closer walk with thee_george lewis,0,151097,0,['3gWCyDXBTtfmQX85ygoyPj'],1929,0.665,0.326,7,-9.113,0,0.0405,0.986,0.33,0.106,0.696,110.703,4,tension,['tension'],61PcBy6FXQ28VOQwZTNxKw,just a closer walk with thee,george lewis,0,151097,0,['3gWCyDXBTtfmQX85ygoyPj'],1929,0.665,0.326,7,-9.113,0,0.0405,0.986,0.33,0.106,0.696,110.703,4,"['dixieland', 'jazz clarinet', 'new orleans jazz']",['george lewis']
2720,66nVmceCFuWSMPV5c9lJh9,that's how i feel about you (carroll gibbons),carroll gibbons,that's how i feel about you (carroll gibbons)_carroll gibbons,0,202693,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.612,0.0942,3,-15.593,1,0.0692,0.975,0.00159,0.0522,0.446,139.292,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",66nVmceCFuWSMPV5c9lJh9,that's how i feel about you (carroll gibbons),carroll gibbons,0,202693,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.612,0.0942,3,-15.593,1,0.0692,0.975,0.00159,0.0522,0.446,139.292,4,['british dance band'],['carroll gibbons']
2721,6AV5ka9r3bn1n02KWr56E0,i never kissed a baby like you (carroll gibbons),carroll gibbons,i never kissed a baby like you (carroll gibbons)_carroll gibbons,0,185573,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.553,0.194,3,-16.403,1,0.152,0.984,0.128,0.213,0.791,179.626,4,"nostalgia, tenderness","['nostalgia', 'tenderness']",6AV5ka9r3bn1n02KWr56E0,i never kissed a baby like you (carroll gibbons),carroll gibbons,0,185573,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.553,0.194,3,-16.403,1,0.152,0.984,0.128,0.213,0.791,179.626,4,['british dance band'],['carroll gibbons']
2722,6DMkdaHueyEXntmfPkFJbF,hot jelly roll blues,george carter,hot jelly roll blues_george carter,0,170922,0,['4Oz49PLrhrPY4y8Cdqp1pm'],2029-01-12 00:00:00,0.477,0.138,10,-15.787,1,0.0438,0.996,0.803,0.198,0.343,117.568,3,tenderness,['tenderness'],6DMkdaHueyEXntmfPkFJbF,hot jelly roll blues,george carter,0,170922,0,['4Oz49PLrhrPY4y8Cdqp1pm'],1929-01-12,0.477,0.138,10,-15.787,1,0.0438,0.996,0.803,0.198,0.343,117.568,3,['deep delta blues'],['george carter']
2723,6I01ymeiPMNalm5U9oQhCq,egan one step,breaux freres,egan one step_breaux freres,0,170507,0,['6Dij2nIB9IF1amD9N2ZRIg'],1929,0.714,0.559,7,-12.331,1,0.0451,0.995,0.837,0.157,0.962,104.694,4,"power, tension, sadness","['power', 'tension', 'sadness']",6I01ymeiPMNalm5U9oQhCq,egan one step,breaux freres,0,170507,0,['6Dij2nIB9IF1amD9N2ZRIg'],1929,0.714,0.559,7,-12.331,1,0.0451,0.995,0.837,0.157,0.962,104.694,4,"['cajun', 'vintage country folk']",['breaux freres']
2724,6LM47AL2hmg1cqku2lOcLV,one step to heaven (carroll gibbons),carroll gibbons,one step to heaven (carroll gibbons)_carroll gibbons,0,171507,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.632,0.144,10,-13.824,1,0.0321,0.991,0.794,0.0908,0.43,98.273,4,"nostalgia, tenderness","['nostalgia', 'tenderness']",6LM47AL2hmg1cqku2lOcLV,one step to heaven (carroll gibbons),carroll gibbons,0,171507,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.632,0.144,10,-13.824,1,0.0321,0.991,0.794,0.0908,0.43,98.273,4,['british dance band'],['carroll gibbons']
2725,6OFGyPsxSZ6e2FFGKlfw6I,dream mother (carroll gibbons),carroll gibbons,dream mother (carroll gibbons)_carroll gibbons,0,217893,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.356,0.0644,3,-18.673,1,0.0323,0.988,0.593,0.172,0.274,139.621,4,"power, tension","['power', 'tension']",6OFGyPsxSZ6e2FFGKlfw6I,dream mother (carroll gibbons),carroll gibbons,0,217893,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.356,0.0644,3,-18.673,1,0.0323,0.988,0.593,0.172,0.274,139.621,4,['british dance band'],['carroll gibbons']
2726,6SESVujQjk3CgpguDH03ys,brown mama blues,ishman bracey,brown mama blues_ishman bracey,0,216739,0,['6jAZ0Vg8P52hUomLqMPXcS'],2029-01-12 00:00:00,0.609,0.163,2,-15.402,1,0.0539,0.988,0.00187,0.122,0.471,112.958,4,"power, tension","['power', 'tension']",6SESVujQjk3CgpguDH03ys,brown mama blues,ishman bracey,0,216739,0,['6jAZ0Vg8P52hUomLqMPXcS'],1929-01-12,0.609,0.163,2,-15.402,1,0.0539,0.988,0.00187,0.122,0.471,112.958,4,['traditional blues'],['ishman bracey']
2727,6Tjy3PjTkX0EWrN47x1wip,soy un arlequin - instrumental (remasterizado),francisco canaro,soy un arlequin - instrumental (remasterizado)_francisco canaro,0,194907,0,['2maQMqxNnlRrBrS1oAsrX9'],2029-10-17 00:00:00,0.697,0.272,4,-6.133,1,0.0455,0.983,0.332,0.0978,0.795,118.514,4,"power, tension","['power', 'tension']",6Tjy3PjTkX0EWrN47x1wip,soy un arlequin - instrumental (remasterizado),francisco canaro,0,194907,0,['2maQMqxNnlRrBrS1oAsrX9'],1929-10-17,0.697,0.272,4,-6.133,1,0.0455,0.983,0.332,0.0978,0.795,118.514,4,"['tango', 'vintage tango']",['francisco canaro']
2728,6WuW8kJlg3Vrjws4YdMqpR,rogando en vano - instrumental (remasterizado),francisco canaro,rogando en vano - instrumental (remasterizado)_francisco canaro,0,206520,0,['2maQMqxNnlRrBrS1oAsrX9'],2029-10-18 00:00:00,0.761,0.204,9,-11.28,1,0.0809,0.995,0.918,0.143,0.957,124.201,4,"power, tension","['power', 'tension']",6WuW8kJlg3Vrjws4YdMqpR,rogando en vano - instrumental (remasterizado),francisco canaro,0,206520,0,['2maQMqxNnlRrBrS1oAsrX9'],1929-10-18,0.761,0.204,9,-11.28,1,0.0809,0.995,0.918,0.143,0.957,124.201,4,"['tango', 'vintage tango']",['francisco canaro']
2729,6qviDivTUtbGkIpA43sfx1,rita,mistinguett,rita_mistinguett,0,145914,0,['4AxgXfD7ISvJSTObqm4aIE'],1929,0.646,0.376,0,-13.469,1,0.106,0.929,0.0,0.165,0.874,78.611,3,sadness,['sadness'],6qviDivTUtbGkIpA43sfx1,rita,mistinguett,0,145914,0,['4AxgXfD7ISvJSTObqm4aIE'],1929,0.646,0.376,0,-13.469,1,0.106,0.929,0.0,0.165,0.874,78.611,3,['vintage chanson'],['mistinguett']
2730,6vMlI76FbtgOC0O1fUxOOX,los angeles - remasterizado,"francisco canaro, charlo","los angeles - remasterizado_francisco canaro, charlo",0,176000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",2029-11-06 00:00:00,0.634,0.259,11,-13.313,0,0.422,0.995,0.918,0.112,0.842,184.274,4,"power, tension","['power', 'tension']",6vMlI76FbtgOC0O1fUxOOX,los angeles - remasterizado,"francisco canaro, charlo",0,176000,0,"['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1929-11-06,0.634,0.259,11,-13.313,0,0.422,0.995,0.918,0.112,0.842,184.274,4,"['tango', 'vintage tango']","['francisco canaro', ' charlo']"
2731,6wSvCc7kjqNCKlgsrKKdL3,do something (carroll gibbons),carroll gibbons,do something (carroll gibbons)_carroll gibbons,0,201840,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.691,0.0905,5,-16.477,1,0.0602,0.96,0.00113,0.14,0.699,155.41,4,"power, tension, sadness","['power', 'tension', 'sadness']",6wSvCc7kjqNCKlgsrKKdL3,do something (carroll gibbons),carroll gibbons,0,201840,0,['7IFehwNMIwBSIf40iX0gm9'],1929,0.691,0.0905,5,-16.477,1,0.0602,0.96,0.00113,0.14,0.699,155.41,4,['british dance band'],['carroll gibbons']
2732,6xc0pkq0PxVMInUWJwfOLg,primavera - instrumental (remasterizado),francisco canaro,primavera - instrumental (remasterizado)_francisco canaro,0,151000,0,['2maQMqxNnlRrBrS1oAsrX9'],2029-11-06 00:00:00,0.727,0.159,5,-13.056,0,0.0702,0.994,0.918,0.109,0.353,117.919,4,"power, tension","['power', 'tension']",6xc0pkq0PxVMInUWJwfOLg,primavera - instrumental (remasterizado),francisco canaro,0,151000,0,['2maQMqxNnlRrBrS1oAsrX9'],1929-11-06,0.727,0.159,5,-13.056,0,0.0702,0.994,0.918,0.109,0.353,117.919,4,"['tango', 'vintage tango']",['francisco canaro']
2734,6xrza1ulqPAqsSyoRTOXoj,no special rider blues,little brother montgomery,no special rider blues_little brother montgomery,0,174097,0,['1C7crJJ0HPOCCllrBaw6Rz'],1929,0.583,0.17,2,-10.898,0,0.0524,0.995,0.298,0.11,0.441,138.709,4,"power, tension, sadness","['power', 'tension', 'sadness']",6OpWJ1oBMbmfI0cM2Y5rS4,no special rider blues,little brother montgomery,0,173737,0,['1C7crJJ0HPOCCllrBaw6Rz'],1928,0.583,0.185,2,-9.819,0,0.0506,0.995,0.349,0.112,0.421,140.336,4,"['barrelhouse piano', 'boogie-woogie', 'new orleans blues', 'piano blues', 'traditional blues']",['little brother montgomery']
2735,70bCAFrKwDpBfzAp6hbhAa,el barbijo - remasterizado,francisco canaro,el barbijo - remasterizado_francisco canaro,0,189493,0,['2maQMqxNnlRrBrS1oAsrX9'],2029-10-22 00:00:00,0.756,0.283,6,-8.7,0,0.169,0.989,0.0186,0.115,0.669,117.846,4,"power, tension","['power', 'tension']",70bCAFrKwDpBfzAp6hbhAa,el barbijo - remasterizado,francisco canaro,0,189493,0,['2maQMqxNnlRrBrS1oAsrX9'],1929-10-22,0.756,0.283,6,-8.7,0,0.169,0.989,0.0186,0.115,0.669,117.846,4,"['tango', 'vintage tango']",['francisco canaro']
